uniprotAC;name;locus;groupID;strain
B4T4M4;pfkB;SNSL254_A1440;3785;Salmonella_enterica_serovar_Newport_SL254
B4T4N2;pheS;SNSL254_A1448;3297;Salmonella_enterica_serovar_Newport_SL254
B4T4N3;pheT;SNSL254_A1449;1404;Salmonella_enterica_serovar_Newport_SL254
B4T4N5;SNSL254_A1451;SNSL254_A1451;3956;Salmonella_enterica_serovar_Newport_SL254
B4T4P5;SNSL254_A1462;SNSL254_A1462;614;Salmonella_enterica_serovar_Newport_SL254
B4T4Q3;aroD;SNSL254_A1470;2030;Salmonella_enterica_serovar_Newport_SL254
B4T4Q4;SNSL254_A1471;SNSL254_A1471;2774;Salmonella_enterica_serovar_Newport_SL254
B4T4R8;SNSL254_A1488;SNSL254_A1488;1528;Salmonella_enterica_serovar_Newport_SL254
B4T4S0;lpp;SNSL254_A1490;2977;Salmonella_enterica_serovar_Newport_SL254
B4T4S5;SNSL254_A1496;SNSL254_A1496;3851;Salmonella_enterica_serovar_Newport_SL254
B4T4S7;SNSL254_A1498;SNSL254_A1498;3682;Salmonella_enterica_serovar_Newport_SL254
B4T4W3;SNSL254_A3193;SNSL254_A3193;1434;Salmonella_enterica_serovar_Newport_SL254
B4T4W4;SNSL254_A3194;SNSL254_A3194;3869;Salmonella_enterica_serovar_Newport_SL254
B4T4W6;fucO;SNSL254_A3196;948;Salmonella_enterica_serovar_Newport_SL254
B4T4W7;fucA;SNSL254_A3197;775;Salmonella_enterica_serovar_Newport_SL254
B4T4X0;fucP;SNSL254_A3200;2076;Salmonella_enterica_serovar_Newport_SL254
B4T4X2;fucK;SNSL254_A3202;1240;Salmonella_enterica_serovar_Newport_SL254
B4T4Z3;thyA;SNSL254_A3228;494;Salmonella_enterica_serovar_Newport_SL254
B4T4Z4;lgt;SNSL254_A3229;284;Salmonella_enterica_serovar_Newport_SL254
B4T502;SNSL254_A3237;SNSL254_A3237;3478;Salmonella_enterica_serovar_Newport_SL254
B4T503;SNSL254_A3238;SNSL254_A3238;3199;Salmonella_enterica_serovar_Newport_SL254
B4T507;lysA;SNSL254_A3244;2791;Salmonella_enterica_serovar_Newport_SL254
B4T510;SNSL254_A3247;SNSL254_A3247;714;Salmonella_enterica_serovar_Newport_SL254
B4T511;kduD;SNSL254_A3248;2771;Salmonella_enterica_serovar_Newport_SL254
B4T534;idi;SNSL254_A3273;1793;Salmonella_enterica_serovar_Newport_SL254
B4T535;lysS;SNSL254_A3274;2500;Salmonella_enterica_serovar_Newport_SL254
B4T537;SNSL254_A3277;SNSL254_A3277;1179;Salmonella_enterica_serovar_Newport_SL254
B4T539;fldB;SNSL254_A3279;3198;Salmonella_enterica_serovar_Newport_SL254
B4T548;gcvP;SNSL254_A3288;836;Salmonella_enterica_serovar_Newport_SL254
B4T549;gcvH;SNSL254_A3289;704;Salmonella_enterica_serovar_Newport_SL254
B4T550;gcvT;SNSL254_A3290;1583;Salmonella_enterica_serovar_Newport_SL254
B4T553;ubiH;SNSL254_A3293;2666;Salmonella_enterica_serovar_Newport_SL254
B4T563;ribE;SNSL254_A1536;3901;Salmonella_enterica_serovar_Newport_SL254
B4T564;cfa;SNSL254_A1537;747;Salmonella_enterica_serovar_Newport_SL254
B4T570;SNSL254_A1543;SNSL254_A1543;1938;Salmonella_enterica_serovar_Newport_SL254
B4T572;gloA;SNSL254_A1545;3522;Salmonella_enterica_serovar_Newport_SL254
B4T577;sodC;SNSL254_A1550;3648;Salmonella_enterica_serovar_Newport_SL254
B4T583;anmK;SNSL254_A1556;763;Salmonella_enterica_serovar_Newport_SL254
B4T5A0;add;SNSL254_A1573;2903;Salmonella_enterica_serovar_Newport_SL254
B4T5A3;SNSL254_A1577;SNSL254_A1577;373;Salmonella_enterica_serovar_Newport_SL254
B4T5A4;fumC;SNSL254_A1578;1235;Salmonella_enterica_serovar_Newport_SL254
B4T5B5;pntB;SNSL254_A1589;3189;Salmonella_enterica_serovar_Newport_SL254
B4T5C6;bioD2;SNSL254_A1600;3173;Salmonella_enterica_serovar_Newport_SL254
B4T5C7;SNSL254_A1601;SNSL254_A1601;1231;Salmonella_enterica_serovar_Newport_SL254
B4T5D3;dmsC;SNSL254_A1607;1906;Salmonella_enterica_serovar_Newport_SL254
B4T5D4;dmsB_2;SNSL254_A1608;3610;Salmonella_enterica_serovar_Newport_SL254
B4T5D5;SNSL254_A1609;SNSL254_A1609;3321;Salmonella_enterica_serovar_Newport_SL254
B4T5D6;SNSL254_A1610;SNSL254_A1610;3321;Salmonella_enterica_serovar_Newport_SL254
B4T5D9;speG;SNSL254_A1613;3028;Salmonella_enterica_serovar_Newport_SL254
B4T5E3;SNSL254_A1617;SNSL254_A1617;1953;Salmonella_enterica_serovar_Newport_SL254
B4T5E6;SNSL254_A1619;SNSL254_A1619;2737;Salmonella_enterica_serovar_Newport_SL254
B4T5E9;SNSL254_A1623;SNSL254_A1623;3139;Salmonella_enterica_serovar_Newport_SL254
B4T5F6;SNSL254_A1630;SNSL254_A1630;2376;Salmonella_enterica_serovar_Newport_SL254
B4T5I4;tktA;SNSL254_A3322;2398;Salmonella_enterica_serovar_Newport_SL254
B4T5I5;speB;SNSL254_A3324;3183;Salmonella_enterica_serovar_Newport_SL254
B4T5K2;gshB;SNSL254_A3342;757;Salmonella_enterica_serovar_Newport_SL254
B4T5L0;rdgB;SNSL254_A3350;654;Salmonella_enterica_serovar_Newport_SL254
B4T5L1;SNSL254_A3351;SNSL254_A3351;1110;Salmonella_enterica_serovar_Newport_SL254
B4T5L3;ansB;SNSL254_A3353;30;Salmonella_enterica_serovar_Newport_SL254
B4T5M2;nupG;SNSL254_A3362;884;Salmonella_enterica_serovar_Newport_SL254
B4T5M3;speC;SNSL254_A3363;3024;Salmonella_enterica_serovar_Newport_SL254
B4T5N0;SNSL254_A3371;SNSL254_A3371;3177;Salmonella_enterica_serovar_Newport_SL254
B4T5P5;exuT;SNSL254_A3386;2428;Salmonella_enterica_serovar_Newport_SL254
B4T5P6;uxuA;SNSL254_A3387;100;Salmonella_enterica_serovar_Newport_SL254
B4T5P7;SNSL254_A3388;SNSL254_A3388;2879;Salmonella_enterica_serovar_Newport_SL254
B4T5P8;uxaC;SNSL254_A3389;2284;Salmonella_enterica_serovar_Newport_SL254
B4T5Q1;SNSL254_A3392;SNSL254_A3392;1719;Salmonella_enterica_serovar_Newport_SL254
B4T5Q9;hybC;SNSL254_A3400;631;Salmonella_enterica_serovar_Newport_SL254
B4T5R2;hyb0;SNSL254_A3403;2290;Salmonella_enterica_serovar_Newport_SL254
B4T5R8;SNSL254_A1638;SNSL254_A1638;3926;Salmonella_enterica_serovar_Newport_SL254
B4T5T0;SNSL254_A1651;SNSL254_A1651;3144;Salmonella_enterica_serovar_Newport_SL254
B4T5T3;SNSL254_A1654;SNSL254_A1654;1953;Salmonella_enterica_serovar_Newport_SL254
B4T5U7;SNSL254_A1671;SNSL254_A1671;648;Salmonella_enterica_serovar_Newport_SL254
B4T5U8;glgX;SNSL254_A1672;3850;Salmonella_enterica_serovar_Newport_SL254
B4T5U9;treY;SNSL254_A1673;2648;Salmonella_enterica_serovar_Newport_SL254
B4T5V7;SNSL254_A1681;SNSL254_A1681;1102;Salmonella_enterica_serovar_Newport_SL254
B4T5V9;fdnH;SNSL254_A1683;3962;Salmonella_enterica_serovar_Newport_SL254
B4T5W6;SNSL254_A1692;SNSL254_A1692;3828;Salmonella_enterica_serovar_Newport_SL254
B4T5W7;narY;SNSL254_A1693;885;Salmonella_enterica_serovar_Newport_SL254
B4T5W8;narW;SNSL254_A1694;3079;Salmonella_enterica_serovar_Newport_SL254
B4T5W9;narV;SNSL254_A1695;822;Salmonella_enterica_serovar_Newport_SL254
B4T5X1;SNSL254_A1697;SNSL254_A1697;2899;Salmonella_enterica_serovar_Newport_SL254
B4T5X3;SNSL254_A1699;SNSL254_A1699;958;Salmonella_enterica_serovar_Newport_SL254
B4T5Y6;ydcW;SNSL254_A1712;1350;Salmonella_enterica_serovar_Newport_SL254
B4T601;SNSL254_A1727;SNSL254_A1727;2289;Salmonella_enterica_serovar_Newport_SL254
B4T602;SNSL254_A1728;SNSL254_A1728;3738;Salmonella_enterica_serovar_Newport_SL254
B4T604;SNSL254_A1730;SNSL254_A1730;1079;Salmonella_enterica_serovar_Newport_SL254
B4T608;SNSL254_A1734;SNSL254_A1734;2644;Salmonella_enterica_serovar_Newport_SL254
B4T615;SNSL254_A1741;SNSL254_A1741;3871;Salmonella_enterica_serovar_Newport_SL254
B4T626;exbD;SNSL254_A3412;3311;Salmonella_enterica_serovar_Newport_SL254
B4T629;metC;SNSL254_A3415;2730;Salmonella_enterica_serovar_Newport_SL254
B4T633;dkgA;SNSL254_A3420;293;Salmonella_enterica_serovar_Newport_SL254
B4T638;SNSL254_A3426;SNSL254_A3426;2155;Salmonella_enterica_serovar_Newport_SL254
B4T639;SNSL254_A3427;SNSL254_A3427;1599;Salmonella_enterica_serovar_Newport_SL254
B4T641;SNSL254_A3429;SNSL254_A3429;1617;Salmonella_enterica_serovar_Newport_SL254
B4T656;tolC;SNSL254_A3444;559;Salmonella_enterica_serovar_Newport_SL254
B4T660;SNSL254_A3448;SNSL254_A3448;2503;Salmonella_enterica_serovar_Newport_SL254
B4T665;ribB;SNSL254_A3453;979;Salmonella_enterica_serovar_Newport_SL254
B4T670;SNSL254_A3460;SNSL254_A3460;1314;Salmonella_enterica_serovar_Newport_SL254
B4T675;bacA;SNSL254_A3465;1306;Salmonella_enterica_serovar_Newport_SL254
B4T677;SNSL254_A3467;SNSL254_A3467;1795;Salmonella_enterica_serovar_Newport_SL254
B4T688;ygjG;SNSL254_A3479;438;Salmonella_enterica_serovar_Newport_SL254
B4T6A9;SNSL254_A3502;SNSL254_A3502;2833;Salmonella_enterica_serovar_Newport_SL254
B4T6B0;pflB;SNSL254_A3503;380;Salmonella_enterica_serovar_Newport_SL254
B4T6B1;ackA;SNSL254_A3504;419;Salmonella_enterica_serovar_Newport_SL254
B4T6B2;tdcC;SNSL254_A3505;615;Salmonella_enterica_serovar_Newport_SL254
B4T6B3;tdcB;SNSL254_A3506;3586;Salmonella_enterica_serovar_Newport_SL254
B4T6B5;garR;SNSL254_A3510;1252;Salmonella_enterica_serovar_Newport_SL254
B4T6B6;garL;SNSL254_A3511;3878;Salmonella_enterica_serovar_Newport_SL254
B4T6B8;garD;SNSL254_A3513;3921;Salmonella_enterica_serovar_Newport_SL254
B4T6B9;gatY;SNSL254_A3514;1879;Salmonella_enterica_serovar_Newport_SL254
B4T6C0;SNSL254_A3515;SNSL254_A3515;583;Salmonella_enterica_serovar_Newport_SL254
B4T6C1;SNSL254_A3516;SNSL254_A3516;2004;Salmonella_enterica_serovar_Newport_SL254
B4T6C2;SNSL254_A3517;SNSL254_A3517;271;Salmonella_enterica_serovar_Newport_SL254
B4T6C3;SNSL254_A3518;SNSL254_A3518;1642;Salmonella_enterica_serovar_Newport_SL254
B4T6C4;SNSL254_A3519;SNSL254_A3519;17;Salmonella_enterica_serovar_Newport_SL254
B4T6C5;thrA;SNSL254_A0002;3565;Salmonella_enterica_serovar_Newport_SL254
B4T6C6;thrB;SNSL254_A0003;708;Salmonella_enterica_serovar_Newport_SL254
B4T6C7;thrC;SNSL254_A0004;3397;Salmonella_enterica_serovar_Newport_SL254
B4T6G1;SNSL254_A0039;SNSL254_A0039;3177;Salmonella_enterica_serovar_Newport_SL254
B4T6G8;SNSL254_A0046;SNSL254_A0046;1773;Salmonella_enterica_serovar_Newport_SL254
B4T6H5;ispH;SNSL254_A0053;3060;Salmonella_enterica_serovar_Newport_SL254
B4T6H8;SNSL254_A0056;SNSL254_A0056;643;Salmonella_enterica_serovar_Newport_SL254
B4T6I1;SNSL254_A0059;SNSL254_A0059;3776;Salmonella_enterica_serovar_Newport_SL254
B4T6I2;oadA;SNSL254_A0060;3889;Salmonella_enterica_serovar_Newport_SL254
B4T6I6;citD;SNSL254_A0064;3368;Salmonella_enterica_serovar_Newport_SL254
B4T6I7;citE;SNSL254_A0065;3433;Salmonella_enterica_serovar_Newport_SL254
B4T6I8;citF;SNSL254_A0066;4050;Salmonella_enterica_serovar_Newport_SL254
B4T6J1;dapB;SNSL254_A0069;1605;Salmonella_enterica_serovar_Newport_SL254
B4T6J2;carA;SNSL254_A0070;1858;Salmonella_enterica_serovar_Newport_SL254
B4T6J3;carB;SNSL254_A0071;1521;Salmonella_enterica_serovar_Newport_SL254
B4T6J5;SNSL254_A0074;SNSL254_A0074;871;Salmonella_enterica_serovar_Newport_SL254
B4T6J6;caiC;SNSL254_A0075;3631;Salmonella_enterica_serovar_Newport_SL254
B4T6J7;SNSL254_A0076;SNSL254_A0076;2154;Salmonella_enterica_serovar_Newport_SL254
B4T6J9;caiT;SNSL254_A0078;450;Salmonella_enterica_serovar_Newport_SL254
B4T6L0;SNSL254_A0089;SNSL254_A0089;3177;Salmonella_enterica_serovar_Newport_SL254
B4T6L2;SNSL254_A0091;SNSL254_A0091;2811;Salmonella_enterica_serovar_Newport_SL254
B4T6L3;folA;SNSL254_A0092;1801;Salmonella_enterica_serovar_Newport_SL254
B4T6L7;pdxA;SNSL254_A0096;310;Salmonella_enterica_serovar_Newport_SL254
B4T6N7;SNSL254_A1764;SNSL254_A1764;2855;Salmonella_enterica_serovar_Newport_SL254
B4T6P1;nifJ;SNSL254_A1768;3295;Salmonella_enterica_serovar_Newport_SL254
B4T6R9;SNSL254_A1799;SNSL254_A1799;293;Salmonella_enterica_serovar_Newport_SL254
B4T6S3;SNSL254_A1803;SNSL254_A1803;269;Salmonella_enterica_serovar_Newport_SL254
B4T6S5;SNSL254_A1805;SNSL254_A1805;1010;Salmonella_enterica_serovar_Newport_SL254
B4T6T0;SNSL254_A1810;SNSL254_A1810;3207;Salmonella_enterica_serovar_Newport_SL254
B4T6U3;fabI;SNSL254_A1823;3239;Salmonella_enterica_serovar_Newport_SL254
B4T6V3;SNSL254_A1834;SNSL254_A1834;138;Salmonella_enterica_serovar_Newport_SL254
B4T6W4;cobO;SNSL254_A1845;1229;Salmonella_enterica_serovar_Newport_SL254
B4T6W8;trpE;SNSL254_A1850;1668;Salmonella_enterica_serovar_Newport_SL254
B4T6W9;trpD;SNSL254_A1851;1176;Salmonella_enterica_serovar_Newport_SL254
B4T6X0;SNSL254_A1852;SNSL254_A1852;1560;Salmonella_enterica_serovar_Newport_SL254
B4T6X1;trpB;SNSL254_A1853;955;Salmonella_enterica_serovar_Newport_SL254
B4T6X2;trpA;SNSL254_A1854;2089;Salmonella_enterica_serovar_Newport_SL254
B4T6Z2;mtr;SNSL254_A3535;1800;Salmonella_enterica_serovar_Newport_SL254
B4T702;argG;SNSL254_A3549;3845;Salmonella_enterica_serovar_Newport_SL254
B4T705;glmM;SNSL254_A3553;3243;Salmonella_enterica_serovar_Newport_SL254
B4T706;folP;SNSL254_A3554;1477;Salmonella_enterica_serovar_Newport_SL254
B4T712;dacB;SNSL254_A3560;853;Salmonella_enterica_serovar_Newport_SL254
B4T718;ispB;SNSL254_A3566;2699;Salmonella_enterica_serovar_Newport_SL254
B4T720;murA;SNSL254_A3568;3758;Salmonella_enterica_serovar_Newport_SL254
B4T729;kdsC;SNSL254_A3577;935;Salmonella_enterica_serovar_Newport_SL254
B4T744;codB;SNSL254_A3596;830;Salmonella_enterica_serovar_Newport_SL254
B4T745;SNSL254_A3597;SNSL254_A3597;1208;Salmonella_enterica_serovar_Newport_SL254
B4T747;SNSL254_A3599;SNSL254_A3599;2726;Salmonella_enterica_serovar_Newport_SL254
B4T748;SNSL254_A3600;SNSL254_A3600;2322;Salmonella_enterica_serovar_Newport_SL254
B4T749;SNSL254_A3601;SNSL254_A3601;2714;Salmonella_enterica_serovar_Newport_SL254
B4T750;nanA;SNSL254_A3602;673;Salmonella_enterica_serovar_Newport_SL254
B4T761;SNSL254_A3614;SNSL254_A3614;3776;Salmonella_enterica_serovar_Newport_SL254
B4T762;oadA;SNSL254_A3615;3889;Salmonella_enterica_serovar_Newport_SL254
B4T765;SNSL254_A3618;SNSL254_A3618;1071;Salmonella_enterica_serovar_Newport_SL254
B4T766;SNSL254_A3619;SNSL254_A3619;1944;Salmonella_enterica_serovar_Newport_SL254
Q3V7K0;pdxA;SPA0092;310;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q3V7K2;menA;SPA3933;854;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PBZ2;pmgI;SPA3556;1653;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PBZ4;grxC;SPA3554;1788;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PBZ7;cysE;SPA3551;2418;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PBZ8;SPA3550;SPA3550;1474;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PBZ9;SPA3549;SPA3549;3704;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PC01;waaK;SPA3566;1141;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PC02;waaL;SPA3565;368;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PC03;waaC;SPA3564;4304;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PC04;waaF;SPA3563;225;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PC05;rfaD;SPA3562;4417;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PC10;coaD;SPA3577;1987;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PC11;kdtA;SPA3576;1998;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PC12;waaQ;SPA3575;779;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PC14;waaP;SPA3573;3215;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PC16;waaB;SPA3571;252;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PC17;waaI;SPA3570;1966;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PC18;waaJ;SPA3569;2606;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PC19;waaY;SPA3568;2467;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PC20;waaZ;SPA3567;1358;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PC29;dfp;SPA3582;3033;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PC34;yicE;SPA3598;3204;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PC39;rpoZ;SPA3593;2062;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PC40;gmk;SPA3592;1733;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PC54;mgtB;SPA3613;86;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PC68;SPA3634;SPA3634;2004;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PC69;SPA3633;SPA3633;271;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PC70;SPA3632;SPA3632;1642;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PC77;yfaO;SPA0568;1942;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PC79;ygiH;SPA3075;1795;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PC81;bacA;SPA3073;1306;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PC86;rfaE;SPA3068;1314;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PC95;oat;SPA3086;438;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCA8;tdcC;SPA3112;615;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCA9;tdcD;SPA3111;419;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCB0;tdcE;SPA3110;380;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCB1;tdcG;SPA3109;2833;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCB8;garL;SPA3118;3878;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCB9;garR;SPA3117;1252;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCC0;garK;SPA3116;774;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCC2;tdcB;SPA3113;3586;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCE5;folD;SPA2183;1396;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCE7;allD;SPA2195;1222;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCF0;arcC;SPA2191;761;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCF1;purK;SPA2190;2248;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCF2;purE;SPA2189;144;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCF3;ybbF;SPA2188;588;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCF4;allA;SPA2207;1897;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCF7;hyi;SPA2204;1567;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCF8;SPA2203;SPA2203;2095;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCG0;allB;SPA2200;124;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCG3;ylbA;SPA2197;563;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCG4;allC;SPA2196;2471;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCH5;nagA;SPA2058;313;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCH6;nagB;SPA2057;231;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCI2;SPA2051;SPA2051;97;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCI3;SPA2050;SPA2050;1796;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCI6;fldA;SPA2047;564;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCJ0;pgm;SPA2043;1852;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCJ3;speF;SPA2040;2850;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCJ7;kdpB;SPA2036;611;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCJ8;kdpA;SPA2035;2353;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCL0;SPA2022;SPA2022;1857;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCM1;sdhC;SPA2011;800;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCM2;sdhD;SPA2010;784;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCM3;sdhA;SPA2009;3736;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCM4;sdhB;SPA2008;1219;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCM5;sucA;SPA2007;1016;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCM6;sucB;SPA2006;2189;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCM7;sucC;SPA2005;1368;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCM9;cydA;SPA2003;288;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCN5;nadA;SPA1987;3141;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCN6;pnuC;SPA1986;1454;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCP5;eutT;SPA0401;2101;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCQ1;yffH;SPA0392;997;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCR0;hemA;SPA1096;803;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCR2;ipk;SPA1094;593;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCR4;pspE;SPA1198;3207;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCS6;chaA;SPA1102;2981;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCS7;tonB;SPA1140;1820;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCS9;cls;SPA1138;2745;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCT0;appC;SPA1081;950;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCT1;appB;SPA1080;908;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCT4;tdk;SPA1128;72;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCU4;talA;SPA0396;873;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCU6;tktB;SPA0395;3649;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCU9;narJ;SPA1111;3138;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCV0;narH;SPA1110;3872;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCV3;folC;SPA0499;3264;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCV4;accD;SPA0498;2027;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCV8;pdxB;SPA0494;3062;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCW6;fabB;SPA0486;2227;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCX1;mepA;SPA0481;752;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCX2;aroC;SPA0480;798;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCX6;yfcX;SPA0476;499;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCX7;yfcY;SPA0475;2474;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCX9;SPA0590;SPA0590;850;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCY1;ubiG;SPA0588;1095;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCY2;nrdA;SPA0587;22;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCY3;nrdB;SPA0586;1760;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCY4;oppA;SPA1131;922;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCY6;adh;SPA1129;205;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PCY7;pgpB;SPA1166;138;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PD14;btuR;SPA1158;1229;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PD16;trpC;SPA1152;1560;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PD17;trpB;SPA1151;955;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PD21;yciA;SPA1141;342;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PD24;oppB;SPA1132;237;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PD28;fadD;SPA1055;2297;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PD35;mrcB;SPA0196;2681;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
Q5PD41;fhuB;SPA0200;4058;Salmonella_enterica_serovar_Paratyphi_A_ATCC_9150
