Entry	Gene names  (ordered locus )	Gene names  (primary )	Organism	Organism ID
B5RHA5	SG0169	speE	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RHA7	SG0171	cueO	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RHA9	SG0173	hpt	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RHC0	SG0185	panC	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RHC1	SG0186	panB	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RHC2	SG0187	folK	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RHC9	SG0194	mrcB	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RHD0	SG0195	fhuA	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RHD2	SG0197	fhuD	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RHD3	SG0198	fhuB	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RHE0	SG0206	hemL	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RHE1	SG0207	clcA	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RHF1	SG0217	dapD	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RHF6	SG0222	pyrH	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RHF8	SG0224	dxr	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RHF9	SG0225	uppS	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RHG0	SG0226	cdsA	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RHG4	SG0230	lpxD	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RHG5	SG0231	fabZ	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RHG6	SG0232	lpxA	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B5RHG7	SG0233	lpxB	Salmonella gallinarum (strain 287/91 / NCTC 13346)	550538
B4T7P3	SeHA_C0351	gmhA	Salmonella heidelberg (strain SL476)	454169
B4T7P9				
B4T7Q0	SeHA_C0358	gpt	Salmonella heidelberg (strain SL476)	454169
B4T7Q6	SeHA_C0364	proA	Salmonella heidelberg (strain SL476)	454169
B4T7V9				
B4T7W0				
B4T7Y1				
B4T7Y2				
B4T7Y3				
B4T7Y6				
B4T7Y7				
B4T7Y9				
B4T7Z8				
B4T829				
B4T834				
B4T836				
B4T841				
B4T850				
B4T858				
B4T863				
B4T864				
B4T866				
B4T867	SeHA_C3844	glgA	Salmonella heidelberg (strain SL476)	454169
B4T869	SeHA_C3846	glgX	Salmonella heidelberg (strain SL476)	454169
B4T870				
B4T871				
B4T873				
B4T886				
B4T889				
B4T890				
B4T896				
B4T897				
B4T8A0				
B4T8D2				
B4T8D8	SeHA_C3917	treF	Salmonella heidelberg (strain SL476)	454169
B4T8F0	SeHA_C3930	dctA	Salmonella heidelberg (strain SL476)	454169
B4T8F3				
B4T8G1				
B4T8G6				
B4T8G7				
B4T8K0				
B4T8K4				
B4T8K6				
B4T8K7				
B4T8K8				
B4T8L7				
B4T8M4				
B4T8M7	SeHA_C0486	aroL	Salmonella heidelberg (strain SL476)	454169
B4T8N2				
B4T8P1				
B4T8P2				
B4T8P3	SeHA_C0503	acpH	Salmonella heidelberg (strain SL476)	454169
B4T8Q7				
B4T8Q8	SeHA_C0519	ribH	Salmonella heidelberg (strain SL476)	454169
B4T8R0				
B4T8R1				
B4T8R4				
B4T8R6	SeHA_C0527	thiI	Salmonella heidelberg (strain SL476)	454169
B4T8R7				
B4T8R8				
B4T8W4				
B4T8W8	SeHA_C2238	cobT	Salmonella heidelberg (strain SL476)	454169
B4T8W9	SeHA_C2239	cobS	Salmonella heidelberg (strain SL476)	454169
B4T8X0				
B4T8X1	SeHA_C2241	cobQ	Salmonella heidelberg (strain SL476)	454169
B4T8X4	SeHA_C2244	cbiN	Salmonella heidelberg (strain SL476)	454169
B4T8X5				
B4T8X6				
B4T8X7				
B4T8X8				
B4T8X9				
B4T8Y0				
B4T8Y1				
B4T8Y2				
B4T8Y3				
B4T8Y4	SeHA_C2254	cbiD	Salmonella heidelberg (strain SL476)	454169
B4T8Y5				
B4T8Y6				
B4T8Y7				
B4T8Y9				
B4T8Z2				
B4T8Z3				
B4T8Z4				
B4T8Z5				
B4T8Z6				
B4T902				
B4T904				
B4T909				
B4T916				
B4T917				
B4T922				
B4T935				
B4T938	SeHA_C3969	ghrB	Salmonella heidelberg (strain SL476)	454169
B4T945	SeHA_C3977	glyS	Salmonella heidelberg (strain SL476)	454169
B4T951				
B4T952	SeHA_C3984	xylA	Salmonella heidelberg (strain SL476)	454169
B4T955				
B4T956				
B4T962				
B4T963				
B4T965				
B4T966				
B4T967				
B4T968				
B4T974	SeHA_C4006	selA	Salmonella heidelberg (strain SL476)	454169
B4T976				
B4T977	SeHA_C4009	mtlD	Salmonella heidelberg (strain SL476)	454169
B4T984				
B4T986	SeHA_C4018	lldD	Salmonella heidelberg (strain SL476)	454169
B4T990				
B4T991				
B4T995				
B4T997				
B4T9A3	SeHA_C4035	hldD	Salmonella heidelberg (strain SL476)	454169
B4T9A4				
B4T9A5				
B4T9A6				
B4T9A7				
B4T9A8				
B4T9A9				
B4T9B0				
B4T9B1				
B4T9B2				
B4T9B4				
B4T9B6				
B4T9B8				
B4T9B9	SeHA_C4051	coaD	Salmonella heidelberg (strain SL476)	454169
B4T9C6	SeHA_C0533	phnW	Salmonella heidelberg (strain SL476)	454169
B4T9C7	SeHA_C0534	phnX	Salmonella heidelberg (strain SL476)	454169
B4T9C9				
B4T9D4				
B4T9D5				
B4T9D6				
B4T9D7				
B4T9E0				
B4T9F2	SeHA_C0560	cof	Salmonella heidelberg (strain SL476)	454169
B4T9F8				
B4T9F9				
B4T9G6				
B4T9H6	SeHA_C0587	apt	Salmonella heidelberg (strain SL476)	454169
B4T9I1	SeHA_C0593	adk	Salmonella heidelberg (strain SL476)	454169
B4T9I3	SeHA_C0595	hemH	Salmonella heidelberg (strain SL476)	454169
B4T9I4				
B4T9J9				
B4T9K8	SeHA_C0623	allA	Salmonella heidelberg (strain SL476)	454169
B4T9L1				
B4T9L2				
B4T9L4				
B4T9L5	SeHA_C0630	allB	Salmonella heidelberg (strain SL476)	454169
B4T9L8				
B4T9L9				
B4T9M0				
B4T9M5				
B4T9M6				
B4T9M7				
B4T9M8	SeHA_C0643	lpxH	Salmonella heidelberg (strain SL476)	454169
B4T9N4				
B4T9N6				
B4T9N7				
B4T9N8	SeHA_C2302	hisA	Salmonella heidelberg (strain SL476)	454169
B4T9N9	SeHA_C2303	hisF	Salmonella heidelberg (strain SL476)	454169
B4T9P0				
B4T9P1				
B4T9P3				
B4T9P4				
B4T9P5				
B4T9P7				
B4T9P8				
B4T9P9				
B4T9Q0				
B4T9Q1				
B4T9Q2				
B4T9Q3				
B4T9Q5				
B4T9Q6				
B4T9Q7				
B4T9Q8				
B4T9Q9				
B4T9R3				
B4T9R5				
B4T9R6				
B4T9R7				
B4T9R9				
B4T9S0				
B4T9S1				
B4T9W0				
B4T9W1	SeHA_C2379	thiM	Salmonella heidelberg (strain SL476)	454169
B4T9X7				
B4T9X9				
B4T9Y1				
B4T9Y2				
B4T9Z2				
B4T9Z3	SeHA_C4067	rpoZ	Salmonella heidelberg (strain SL476)	454169
B4T9Z9				
B4TA14				
B4TA34				
B4TA35				
B4TA36				
B4TA39				
B4TA44				
B4TA45				
B4TA47				
B4TA48				
B4TA53	SeHA_C4132	dsdA	Salmonella heidelberg (strain SL476)	454169
B4TA74				
B4TA75				
B4TA80				
B4TA81	SeHA_C4161	dgoD	Salmonella heidelberg (strain SL476)	454169
B4TA83				
B4TA94	SeHA_C0650	folD	Salmonella heidelberg (strain SL476)	454169
B4TAB8				
B4TAC9				
B4TAD6				
B4TAD7				
B4TAE0				
B4TAE2				
B4TAE3				
B4TAE4				
B4TAE5				
B4TAE6				
B4TAE7				
B4TAE8				
B4TAE9				
B4TAF9				
B4TAH1				
B4TAH2				
B4TAH3				
B4TAH9				
B4TAI5	SeHA_C0748	lipA	Salmonella heidelberg (strain SL476)	454169
B4TAI8				
B4TAJ0				
B4TAK0				
B4TAK5	SeHA_C2418	cdd	Salmonella heidelberg (strain SL476)	454169
B4TAL2				
B4TAL5	SeHA_C2428	folE	Salmonella heidelberg (strain SL476)	454169
B4TAL6				
B4TAM1				
B4TAM7				
B4TAM8				
B4TAM9				
B4TAS9				
B4TAT0				
B4TAT2				
B4TAT3	SeHA_C2499	napA	Salmonella heidelberg (strain SL476)	454169
B4TAW2				
B4TAW3				
B4TAW6				
B4TAW8				
B4TAW9	SeHA_C4193	glmU	Salmonella heidelberg (strain SL476)	454169
B4TAX1				
B4TAX2	SeHA_C4196	atpD	Salmonella heidelberg (strain SL476)	454169
B4TAX3	SeHA_C4197	atpG	Salmonella heidelberg (strain SL476)	454169
B4TAX4	SeHA_C4198	atpA	Salmonella heidelberg (strain SL476)	454169
B4TAX5	SeHA_C4199	atpH	Salmonella heidelberg (strain SL476)	454169
B4TAX6	SeHA_C4200	atpF	Salmonella heidelberg (strain SL476)	454169
B4TAX7	SeHA_C4201	atpE	Salmonella heidelberg (strain SL476)	454169
B4TAX8	SeHA_C4202	atpB	Salmonella heidelberg (strain SL476)	454169
B4TAY9	SeHA_C4213	kup	Salmonella heidelberg (strain SL476)	454169
B4TAZ2				
B4TAZ3				
B4TAZ4				
B4TB01				
B4TB03				
B4TB04	SeHA_C4235	ilvD	Salmonella heidelberg (strain SL476)	454169
B4TB09	SeHA_C4240	ilvC	Salmonella heidelberg (strain SL476)	454169
B4TB14				
B4TB16				
B4TB17				
B4TB18				
B4TB19				
B4TB20				
B4TB22				
B4TB23				
B4TB24				
B4TB25	SeHA_C4256	wecF	Salmonella heidelberg (strain SL476)	454169
B4TB26	SeHA_C4257	wzyE	Salmonella heidelberg (strain SL476)	454169
B4TB27	SeHA_C4258	wecG	Salmonella heidelberg (strain SL476)	454169
B4TB30				
B4TB31				
B4TB32				
B4TB37	SeHA_C4275	dapF	Salmonella heidelberg (strain SL476)	454169
B4TB43				
B4TB46				
B4TB47				
B4TB48				
B4TB51	SeHA_C0764	leuS	Salmonella heidelberg (strain SL476)	454169
B4TB54				
B4TB63				
B4TB65	SeHA_C0778	rihA	Salmonella heidelberg (strain SL476)	454169
B4TB68				
B4TB69				
B4TB70				
B4TB75				
B4TB81				
B4TB82	SeHA_C0803	nagB	Salmonella heidelberg (strain SL476)	454169
B4TB89				
B4TB90				
B4TB93				
B4TB98				
B4TBA1				
B4TBA6	SeHA_C0827	kdpB	Salmonella heidelberg (strain SL476)	454169
B4TBA7	SeHA_C0828	kdpA	Salmonella heidelberg (strain SL476)	454169
B4TBB9				
B4TBD1				
B4TBD2				
B4TBD3				
B4TBD4				
B4TBD5				
B4TBD6				
B4TBD7	SeHA_C0861	sucC	Salmonella heidelberg (strain SL476)	454169
B4TBE1				
B4TBE3	SeHA_C2516	ubiG	Salmonella heidelberg (strain SL476)	454169
B4TBE4				
B4TBE5				
B4TBE9				
B4TBF1				
B4TBF2	SeHA_C2525	glpB	Salmonella heidelberg (strain SL476)	454169
B4TBF3				
B4TBF6	SeHA_C2529	rhmA	Salmonella heidelberg (strain SL476)	454169
B4TBF7				
B4TBF8	SeHA_C2531	rhmD	Salmonella heidelberg (strain SL476)	454169
B4TBG2	SeHA_C2535	nudI	Salmonella heidelberg (strain SL476)	454169
B4TBG4	SeHA_C2537	arnB	Salmonella heidelberg (strain SL476)	454169
B4TBG5	SeHA_C2538	arnC	Salmonella heidelberg (strain SL476)	454169
B4TBG6	SeHA_C2539	arnA	Salmonella heidelberg (strain SL476)	454169
B4TBH2				
B4TBH3	SeHA_C2546	menC	Salmonella heidelberg (strain SL476)	454169
B4TBH4				
B4TBH5	SeHA_C2548	menH	Salmonella heidelberg (strain SL476)	454169
B4TBH6	SeHA_C2549	menD	Salmonella heidelberg (strain SL476)	454169
B4TBH7				
B4TBI2	SeHA_C2555	nuoN	Salmonella heidelberg (strain SL476)	454169
B4TBI3				
B4TBI4				
B4TBI5	SeHA_C2558	nuoK	Salmonella heidelberg (strain SL476)	454169
B4TBI6				
B4TBI7				
B4TBI8				
B4TBI9				
B4TBJ0				
B4TBJ1				
B4TBJ2	SeHA_C2565	nuoC	Salmonella heidelberg (strain SL476)	454169
B4TBJ3	SeHA_C2566	nuoB	Salmonella heidelberg (strain SL476)	454169
B4TBJ8				
B4TBK5				
B4TBK6				
B4TBK8				
B4TBK9				
B4TBM0				
B4TBM1				
B4TBM2				
B4TBM3				
B4TBM5				
B4TBM9				
B4TBN4				
B4TBN5	SeHA_C2608	accD	Salmonella heidelberg (strain SL476)	454169
B4TBN9	SeHA_C2612	pdxB	Salmonella heidelberg (strain SL476)	454169
B4TBP7				
B4TBQ1				
B4TBQ5				
B4TBQ7	SeHA_C4291	metE	Salmonella heidelberg (strain SL476)	454169
B4TBR1				
B4TBR3	SeHA_C4297	ubiE	Salmonella heidelberg (strain SL476)	454169
B4TBR5	SeHA_C4299	ubiB	Salmonella heidelberg (strain SL476)	454169
B4TBS1				
B4TBS2				
B4TBS4				
B4TBS5				
B4TBS9				
B4TBT4				
B4TBU0				
B4TBU6				
B4TBU9				
B4TBW4				
B4TBW9				
B4TBX0				
B4TBX9				
B4TBY0	SeHA_C4374	rhaD	Salmonella heidelberg (strain SL476)	454169
B4TBY1	SeHA_C4375	rhaA	Salmonella heidelberg (strain SL476)	454169
B4TBY2	SeHA_C4376	rhaB	Salmonella heidelberg (strain SL476)	454169
B4TBY5	SeHA_C4379	rhaT	Salmonella heidelberg (strain SL476)	454169
B4TBY8				
B4TBY9				
B4TBZ1				
B4TC00				
B4TC11	SeHA_C0883	nadA	Salmonella heidelberg (strain SL476)	454169
B4TC12				
B4TC13				
B4TC15				
B4TC26	SeHA_C0899	gpmA	Salmonella heidelberg (strain SL476)	454169
B4TC27				
B4TC28	SeHA_C0901	galK	Salmonella heidelberg (strain SL476)	454169
B4TC29				
B4TC35				
B4TC36				
B4TC39	SeHA_C0912	pgl	Salmonella heidelberg (strain SL476)	454169
B4TC42	SeHA_C0915	hutG	Salmonella heidelberg (strain SL476)	454169
B4TC47				
B4TC48	SeHA_C0921	bioB	Salmonella heidelberg (strain SL476)	454169
B4TC50				
B4TC51				
B4TC58				
B4TC59				
B4TC66				
B4TC84				
B4TC88				
B4TC94				
B4TC99				
B4TCA4	SeHA_C2625	mepA	Salmonella heidelberg (strain SL476)	454169
B4TCA5	SeHA_C2626	aroC	Salmonella heidelberg (strain SL476)	454169
B4TCA8	SeHA_C2630	fadJ	Salmonella heidelberg (strain SL476)	454169
B4TCA9	SeHA_C2631	fadI	Salmonella heidelberg (strain SL476)	454169
B4TCB2				
B4TCB3				
B4TCB4				
B4TCD0				
B4TCE3				
B4TCF0				
B4TCF1				
B4TCF6	SeHA_C2686	ligA	Salmonella heidelberg (strain SL476)	454169
B4TCG1				
B4TCG2				
B4TCG3				
B4TCG5				
B4TCH2				
B4TCH3				
B4TCH4				
B4TCI1	SeHA_C2711	hemF	Salmonella heidelberg (strain SL476)	454169
B4TCI7	SeHA_C2717	eutC	Salmonella heidelberg (strain SL476)	454169
B4TCI8				
B4TCJ0				
B4TCJ6				
B4TCK0	SeHA_C4393	pfkA	Salmonella heidelberg (strain SL476)	454169
B4TCL6				
B4TCM0				
B4TCM1				
B4TCM3				
B4TCM7				
B4TCN9				
B4TCP0				
B4TCP6	SeHA_C4441	katG	Salmonella heidelberg (strain SL476)	454169
B4TCP8				
B4TCQ3	SeHA_C4448	argE	Salmonella heidelberg (strain SL476)	454169
B4TCQ4				
B4TCQ5	SeHA_C4450	argB	Salmonella heidelberg (strain SL476)	454169
B4TCQ6	SeHA_C4451	argH	Salmonella heidelberg (strain SL476)	454169
B4TCQ8				
B4TCR1				
B4TCR3				
B4TCR4				
B4TCR5	SeHA_C4469	coaA	Salmonella heidelberg (strain SL476)	454169
B4TCS4	SeHA_C4483	rpoB	Salmonella heidelberg (strain SL476)	454169
B4TCS8				
B4TCS9				
B4TCT1				
B4TCT2	SeHA_C4493	thiE	Salmonella heidelberg (strain SL476)	454169
B4TCT3	SeHA_C4494	thiC	Salmonella heidelberg (strain SL476)	454169
B4TCT5	SeHA_C4497	nudC	Salmonella heidelberg (strain SL476)	454169
B4TCT6	SeHA_C4498	hemE	Salmonella heidelberg (strain SL476)	454169
B4TCU1				
B4TCU5				
B4TCU7				
B4TCU8				
B4TCV6				
B4TCW1				
B4TCW3				
B4TCW4				
B4TCX0				
B4TCX2				
B4TCX5				
B4TCX7				
B4TCX8				
B4TCY5				
B4TCY6				
B4TCY8				
B4TCZ5				
B4TCZ6				
B4TD19				
B4TD25				
B4TD26				
B4TD27				
B4TD30				
B4TD33				
B4TD37	SeHA_C1075	serC	Salmonella heidelberg (strain SL476)	454169
B4TD38	SeHA_C1076	aroA	Salmonella heidelberg (strain SL476)	454169
B4TD40	SeHA_C1078	cmk	Salmonella heidelberg (strain SL476)	454169
B4TD48				
B4TD49				
B4TD52				
B4TD64				
B4TD72				
B4TD73	SeHA_C2757	upp	Salmonella heidelberg (strain SL476)	454169
B4TD75	SeHA_C2759	purM	Salmonella heidelberg (strain SL476)	454169
B4TD76				
B4TD82	SeHA_C2766	guaA	Salmonella heidelberg (strain SL476)	454169
B4TD92	SeHA_C2779	hisS	Salmonella heidelberg (strain SL476)	454169
B4TD93	SeHA_C2781	ispG	Salmonella heidelberg (strain SL476)	454169
B4TD96	SeHA_C2784	ndk	Salmonella heidelberg (strain SL476)	454169
B4TD98				
B4TDA0				
B4TDA1				
B4TDA9				
B4TDB6	SeHA_C2805	iscS	Salmonella heidelberg (strain SL476)	454169
B4TDC1				
B4TDC2				
B4TDC7				
B4TDC8	SeHA_C2817	glyA	Salmonella heidelberg (strain SL476)	454169
B4TDD2				
B4TDD3				
B4TDD9				
B4TDE5	SeHA_C2837	murQ	Salmonella heidelberg (strain SL476)	454169
B4TDE7				
B4TDF2				
B4TDF3	SeHA_C4507	purH	Salmonella heidelberg (strain SL476)	454169
B4TDF9				
B4TDG5				
B4TDL0				
B4TDL1				
B4TDL2				
B4TDL6	SeHA_C4575	ubiC	Salmonella heidelberg (strain SL476)	454169
B4TDL7	SeHA_C4576	ubiA	Salmonella heidelberg (strain SL476)	454169
B4TDL8	SeHA_C4577	plsB	Salmonella heidelberg (strain SL476)	454169
B4TDL9				
B4TDM9				
B4TDN1				
B4TDN2				
B4TDQ5	SeHA_C1086	kdsB	Salmonella heidelberg (strain SL476)	454169
B4TDR5				
B4TDR6				
B4TDS5	SeHA_C1106	pncB	Salmonella heidelberg (strain SL476)	454169
B4TDY4				
B4TDZ4	SeHA_C1176	fabA	Salmonella heidelberg (strain SL476)	454169
B4TE11	SeHA_C2843	acpS	Salmonella heidelberg (strain SL476)	454169
B4TE26				
B4TE27	SeHA_C2862	grcA	Salmonella heidelberg (strain SL476)	454169
B4TE30				
B4TE33				
B4TE35				
B4TE43				
B4TE45				
B4TE46				
B4TE83				
B4TEA3				
B4TEA5				
B4TEA6				
B4TEA7				
B4TEB2	SeHA_C4617	actP	Salmonella heidelberg (strain SL476)	454169
B4TEB4				
B4TEB5	SeHA_C4620	nrfA	Salmonella heidelberg (strain SL476)	454169
B4TEB6				
B4TEB7				
B4TEC9				
B4TED3				
B4TED5				
B4TED7				
B4TED8				
B4TED9				
B4TEE0				
B4TEE4				
B4TEE5				
B4TEE6				
B4TEM1				
B4TEM2				
B4TEM4				
B4TEM5				
B4TEM6				
B4TEM7				
B4TEM8				
B4TEM9	SeHA_C1216	hpcH	Salmonella heidelberg (strain SL476)	454169
B4TEN0				
B4TEP0				
B4TEP7				
B4TEQ0				
B4TEQ4				
B4TEQ6	SeHA_C1245	ghrA	Salmonella heidelberg (strain SL476)	454169
B4TES6				
B4TET5	SeHA_C1275	pyrC	Salmonella heidelberg (strain SL476)	454169
B4TET7				
B4TEX0				
B4TEX1				
B4TEX5				
B4TEX6				
B4TEX7				
B4TEZ4				
B4TEZ5				
B4TEZ7				
B4TEZ8				
B4TF15				
B4TF16				
B4TF18				
B4TF19				
B4TF24				
B4TF32				
B4TF33				
B4TF34				
B4TF35				
B4TF36				
B4TF37				
B4TF48				
B4TF50				
B4TF73				
B4TF75				
B4TF88	SeHA_C4758	frdD	Salmonella heidelberg (strain SL476)	454169
B4TF89	SeHA_C4759	frdC	Salmonella heidelberg (strain SL476)	454169
B4TF90				
B4TF91				
B4TF92	SeHA_C4762	epmA	Salmonella heidelberg (strain SL476)	454169
B4TF96	SeHA_C4766	psd	Salmonella heidelberg (strain SL476)	454169
B4TFA3				
B4TFC6	SeHA_C4800	ulaG	Salmonella heidelberg (strain SL476)	454169
B4TFC8				
B4TFC9				
B4TFD0	SeHA_C4804	ulaD	Salmonella heidelberg (strain SL476)	454169
B4TFD1	SeHA_C4805	ulaE	Salmonella heidelberg (strain SL476)	454169
B4TFD2				
B4TFE2				
B4TFF2	SeHA_C4827	msrA	Salmonella heidelberg (strain SL476)	454169
B4TFG1				
B4TFG7	SeHA_C1306	plsX	Salmonella heidelberg (strain SL476)	454169
B4TFG8				
B4TFG9				
B4TFH0				
B4TFH1	SeHA_C1310	acpP	Salmonella heidelberg (strain SL476)	454169
B4TFH2				
B4TFH3				
B4TFH8				
B4TFH9				
B4TFI3	SeHA_C1322	thiK	Salmonella heidelberg (strain SL476)	454169
B4TFI4	SeHA_C1323	nagZ	Salmonella heidelberg (strain SL476)	454169
B4TFJ0				
B4TFJ6	SeHA_C1335	nagK	Salmonella heidelberg (strain SL476)	454169
B4TFJ7				
B4TFJ9				
B4TFK3				
B4TFL0				
B4TFL3				
B4TFL6				
B4TFN4				
B4TFN5				
B4TFP7				
B4TFV2				
B4TFV3				
B4TFV8				
B4TFW6	SeHA_C3119	ispF	Salmonella heidelberg (strain SL476)	454169
B4TFW7	SeHA_C3120	ispD	Salmonella heidelberg (strain SL476)	454169
B4TFX0	SeHA_C3123	cysC	Salmonella heidelberg (strain SL476)	454169
B4TFX1	SeHA_C3124	cysN	Salmonella heidelberg (strain SL476)	454169
B4TFY3	SeHA_C3141	cysH	Salmonella heidelberg (strain SL476)	454169
B4TFY4	SeHA_C3142	cysI	Salmonella heidelberg (strain SL476)	454169
B4TFY5				
B4TFY6				
B4TFZ0				
B4TFZ1	SeHA_C3149	eno	Salmonella heidelberg (strain SL476)	454169
B4TFZ3				
B4TG04				
B4TG07				
B4TG08				
B4TG09				
B4TG10				
B4TG25				
B4TG31				
B4TG32				
B4TG34				
B4TG37				
B4TG40	SeHA_C4862	pyrI	Salmonella heidelberg (strain SL476)	454169
B4TG41	SeHA_C4863	pyrB	Salmonella heidelberg (strain SL476)	454169
B4TG45				
B4TG47				
B4TG49				
B4TG58	SeHA_C4882	pepA	Salmonella heidelberg (strain SL476)	454169
B4TG62				
B4TG63				
B4TG64				
B4TG65				
B4TG88				
B4TGC5				
B4TGC8	SeHA_C1418	msrB	Salmonella heidelberg (strain SL476)	454169
B4TGD1				
B4TGE0	SeHA_C1430	astC	Salmonella heidelberg (strain SL476)	454169
B4TGE2	SeHA_C1432	astD	Salmonella heidelberg (strain SL476)	454169
B4TGE3	SeHA_C1433	astB	Salmonella heidelberg (strain SL476)	454169
B4TGE4	SeHA_C1434	astE	Salmonella heidelberg (strain SL476)	454169
B4TGE8	SeHA_C1439	nadE	Salmonella heidelberg (strain SL476)	454169
B4TGF2				
B4TGF7				
B4TGG5				
B4TGH0				
B4TGH5	SeHA_C1465	pheS	Salmonella heidelberg (strain SL476)	454169
B4TGH6				
B4TGH8	SeHA_C1468	btuC	Salmonella heidelberg (strain SL476)	454169
B4TGI7				
B4TGJ6	SeHA_C1489	aroD	Salmonella heidelberg (strain SL476)	454169
B4TGJ7	SeHA_C1490	ydiB	Salmonella heidelberg (strain SL476)	454169
B4TGL1				
B4TGL4				
B4TGL9				
B4TGM1				
B4TGM5				
B4TGM6				
B4TGM8				
B4TGM9				
B4TGN2				
B4TGN4				
B4TGQ6				
B4TGQ7	SeHA_C3215	lgt	Salmonella heidelberg (strain SL476)	454169
B4TGR4	SeHA_C3222	lplT	Salmonella heidelberg (strain SL476)	454169
B4TGR5	SeHA_C3223	aas	Salmonella heidelberg (strain SL476)	454169
B4TGR9				
B4TGS2				
B4TGS3				
B4TGV9	SeHA_C3270	idi	Salmonella heidelberg (strain SL476)	454169
B4TGW0	SeHA_C3271	lysS	Salmonella heidelberg (strain SL476)	454169
B4TGW2				
B4TGW4				
B4TGX3	SeHA_C3285	gcvP	Salmonella heidelberg (strain SL476)	454169
B4TGX4	SeHA_C3286	gcvH	Salmonella heidelberg (strain SL476)	454169
B4TGX5	SeHA_C3287	gcvT	Salmonella heidelberg (strain SL476)	454169
B4TGZ1				
B4TGZ9	SeHA_C4975	deoC	Salmonella heidelberg (strain SL476)	454169
B4TH00	SeHA_C4976	deoA	Salmonella heidelberg (strain SL476)	454169
B4TH01	SeHA_C4977	deoB	Salmonella heidelberg (strain SL476)	454169
B4TH02	SeHA_C4978	deoD	Salmonella heidelberg (strain SL476)	454169
B4TH11				
B4TH13				
B4TH15				
B4TH17	SeHA_C4994	yjjX	Salmonella heidelberg (strain SL476)	454169
B4TH18	SeHA_C4995	gpmB	Salmonella heidelberg (strain SL476)	454169
B4TH66				
B4TH67				
B4THB0				
B4THB2				
B4THB7				
B4THC3	SeHA_C1616	anmK	Salmonella heidelberg (strain SL476)	454169
B4THE0				
B4THG0				
B4THG3	SeHA_C3316	speB	Salmonella heidelberg (strain SL476)	454169
B4THI0				
B4THI8				
B4THI9				
B4THJ1				
B4THK0				
B4THK1				
B4THK9				
B4THM5				
B4THM6	SeHA_C3381	uxuA	Salmonella heidelberg (strain SL476)	454169
B4THM7				
B4THM8	SeHA_C3383	uxaC	Salmonella heidelberg (strain SL476)	454169
B4THN1				
B4THN9				
B4THP2				
B4THP5	SeHA_C1633	add	Salmonella heidelberg (strain SL476)	454169
B4THP8				
B4THP9				
B4THR0				
B4THS1				
B4THS2				
B4THS8				
B4THT0				
B4THT1				
B4THT4				
B4THT8				
B4THU1				
B4THU4				
B4THV1				
B4THV9	SeHA_C1697	glsA	Salmonella heidelberg (strain SL476)	454169
B4THX1				
B4THX4				
B4THZ2				
B4THZ3				
B4THZ4				
B4TI07				
B4TI10				
B4TI14				
B4TI19				
B4TI20				
B4TI22				
B4TI36				
B4TI40	SeHA_C3441	zupT	Salmonella heidelberg (strain SL476)	454169
B4TI45	SeHA_C3446	ribB	Salmonella heidelberg (strain SL476)	454169
B4TI51	SeHA_C3454	hldE	Salmonella heidelberg (strain SL476)	454169
B4TI56	SeHA_C3459	uppP	Salmonella heidelberg (strain SL476)	454169
B4TI58	SeHA_C3461	plsY	Salmonella heidelberg (strain SL476)	454169
B4TIA3				
B4TIA4	SeHA_C0003	thrB	Salmonella heidelberg (strain SL476)	454169
B4TIA5				
B4TID6				
B4TIE2				
B4TIE9	SeHA_C0053	ispH	Salmonella heidelberg (strain SL476)	454169
B4TIF1	SeHA_C0055	rihC	Salmonella heidelberg (strain SL476)	454169
B4TIF4				
B4TIF5				
B4TIF9				
B4TIG0				
B4TIG1				
B4TIG4	SeHA_C0068	dapB	Salmonella heidelberg (strain SL476)	454169
B4TIG6				
B4TIG7				
B4TIG9	SeHA_C0074	caiD	Salmonella heidelberg (strain SL476)	454169
B4TIH0	SeHA_C0075	caiC	Salmonella heidelberg (strain SL476)	454169
B4TIH1				
B4TIH3	SeHA_C0078	caiT	Salmonella heidelberg (strain SL476)	454169
B4TII4				
B4TII9				
B4TIJ1				
B4TIJ8				
B4TIJ9				
